customer_id,customer_name,email,country,signup_date,customer_segment,lifetime_value
6054,Miranda Bailey,glassalexis@example.org,Samoa,2025-04-14,Basic,58041.21
6055,Brian Page,cjones@example.org,Argentina,2024-01-24,Standard,40239.61
6056,Kayla Howard,cummingskelli@example.net,Burkina Faso,2015-10-03,Standard,64391.49
6057,Mary Hunter,smithjessica@example.com,Philippines,2025-07-27,Standard,28313.97
6058,Fernando Henson,xthomas@example.com,Belgium,2020-05-18,Standard,68168.96
6059,Brian Moore,dbrown@example.net,Comoros,2018-02-04,Basic,60327.01
6060,Barbara Thomas,daniel61@example.org,Bhutan,2024-09-18,Standard,66184.58
6061,Elizabeth Montes,johnwarner@example.net,Iraq,2020-10-05,Premium,7424.09
6062,Tanya Taylor,ili@example.org,Iceland,2020-05-06,Premium,54248.09
6063,Jennifer Klein,zachary00@example.org,Bahrain,2021-03-07,Standard,4284.58
6064,Daniel Rowland,martinezshawn@example.com,Guadeloupe,2016-06-06,Standard,22267.28
6065,Miss Jeanette Marshall,jacobkelley@example.net,South Georgia and the South Sandwich Islands,2017-07-25,Standard,62941.53
6066,Mrs. Kathy Garcia,kylelong@example.org,China,2015-08-31,Premium,70927.2
6067,Alison Tucker,edwardsjames@example.net,Tokelau,2020-06-18,Standard,20987.47
6068,Peggy Smith,adrian42@example.net,Norway,2023-03-14,Basic,49198.82
6069,Joshua Sanders,stephanie72@example.org,Anguilla,2020-11-19,Premium,56260.63
6070,Katherine Owens,ashleymarissa@example.com,Myanmar,2025-12-03,Basic,5186.41
6071,Tyler Bailey,kstein@example.net,San Marino,2021-10-03,Basic,27152.64
6072,Sheri Brooks,christopher49@example.com,Saint Barthelemy,2022-07-20,Basic,52657.28
6073,Isabel Dean,john52@example.org,Bhutan,2015-02-23,Premium,47140.88
6074,Mr. Eric Baker,qhowe@example.org,Montenegro,2025-12-22,Premium,47644.78
6075,Mary Johnson,christinaschneider@example.com,China,2022-10-21,Premium,70298.57
6076,Reginald Valdez,jenniferthomas@example.com,Niue,2016-06-18,Premium,63965.05
6077,John Molina,danielcox@example.com,Burundi,2024-07-15,Basic,37477.52
6078,Crystal Robinson,juanjones@example.org,American Samoa,2016-02-27,Basic,52235.08
6079,Daniel Campbell,marissa21@example.com,Egypt,2015-06-19,Standard,53909.46
6080,John Gregory,oconnellnathan@example.net,United States of America,2020-08-23,Basic,57007.98
6081,Nancy Snow,qjohnson@example.org,Japan,2015-07-12,Premium,25326.02
6082,Eric Owens,vsalazar@example.net,Vietnam,2015-01-12,Standard,29841.5
6083,Clinton Powell,twong@example.org,Bahrain,2018-11-11,Standard,61909.66
6084,Alan West,nhartman@example.net,Hong Kong,2025-06-26,Basic,44716.59
6085,Michael Mann,jeffjenkins@example.org,Yemen,2018-12-28,Basic,34404.62
6086,Brian Rodriguez,victor05@example.net,Colombia,2021-11-08,Standard,43946.02
6087,Brandon Thomas,aolsen@example.net,Finland,2015-10-18,Standard,10118.43
6088,Tyler Wood,joerobbins@example.org,Cote d'Ivoire,2021-09-16,Standard,48969.16
6089,Angelica Torres,danieljacobson@example.org,Jersey,2024-02-12,Premium,51277.06
6090,Dr. Lisa Beck,erika69@example.com,Armenia,2020-04-07,Standard,55736.65
6091,Brian Ferrell PhD,priscilla11@example.com,Lithuania,2015-06-17,Standard,64922.89
6092,Jody Allen,mcintyretroy@example.com,Oman,2023-05-27,Basic,12144.32
6093,Thomas Morales,richardanderson@example.com,Trinidad and Tobago,2025-08-03,Basic,16558.19
6094,Ryan Morgan,jennifer93@example.com,Bangladesh,2024-06-11,Basic,19959.38
6095,Julia Arnold,michelle80@example.com,Oman,2018-02-04,Basic,40705.62
6096,Lori Jones,orice@example.com,Fiji,2016-10-26,Premium,29185.68
6097,Christopher Freeman,kim94@example.org,Falkland Islands (Malvinas),2024-09-27,Standard,6316.7
6098,David Lawson,richardpatterson@example.org,France,2020-06-17,Standard,9109.03
6099,Peter Floyd,iwilson@example.net,Belarus,2019-07-21,Premium,4426.81
6100,Joseph Singh,snewman@example.com,Kyrgyz Republic,2024-06-07,Standard,27800.94
6101,Jason Compton,nicholas27@example.org,Puerto Rico,2019-05-30,Standard,72736.01
6102,Maria Bowman DDS,stewarttyler@example.com,British Indian Ocean Territory (Chagos Archipelago),2024-12-28,Standard,56547.43
6103,Raven Ramirez,matthew79@example.com,Northern Mariana Islands,2019-06-02,Premium,17731.62
6104,Misty Burke,alvarezscott@example.org,Syrian Arab Republic,2020-09-28,Basic,6537.42
6105,Mark Rogers,anthonysmith@example.com,Congo,2015-09-05,Basic,27313.3
6106,Timothy Garcia,wjackson@example.net,China,2023-07-23,Standard,21698.74
6107,Clifford Sims,patrick24@example.org,Haiti,2015-05-29,Basic,22712.61
6108,Richard Herman,markmassey@example.com,Latvia,2025-12-26,Standard,32503.52
6109,Joseph Jordan,sandrapowell@example.org,Senegal,2023-08-21,Standard,23136.18
6110,Debra Kim,williamtaylor@example.org,Anguilla,2019-09-04,Standard,17047.8
6111,Anthony Jones,kcarter@example.com,Armenia,2021-10-12,Standard,22846.99
6112,James Moore,finleynancy@example.org,Saint Kitts and Nevis,2016-06-14,Standard,34157.75
6113,Joel Williams,ohayes@example.com,Chile,2019-11-13,Basic,29054.19
6114,Anthony Allen,terrinavarro@example.com,Iceland,2018-04-25,Basic,9030.97
6115,Wanda Lee,brianoconnor@example.com,Saint Lucia,2023-10-24,Basic,19365.55
6116,James Carroll,nunezkayla@example.com,United States Virgin Islands,2024-04-17,Standard,10524.05
6117,Dawn Caldwell,jeffwright@example.com,Barbados,2021-03-22,Basic,70577.67
6118,Patrick Mcbride,antoniohudson@example.com,Iraq,2016-09-11,Standard,20174.99
6119,Elizabeth Meza,lthomas@example.org,Taiwan,2020-10-03,Premium,38722.86
6120,Michael Greer,david67@example.net,Somalia,2020-12-26,Standard,71633.24
6121,Kenneth Johnson,fgomez@example.com,Philippines,2021-08-30,Basic,71198.48
6122,Debra Thompson,simpsonbrandon@example.com,Cuba,2023-04-19,Basic,46423.02
6123,Michael Huynh,jjackson@example.net,Lao People's Democratic Republic,2022-03-04,Standard,30715.4
6124,Timothy Harper,rita93@example.net,Iran,2024-03-15,Standard,23507.33
6125,Mr. Joshua Sanders,tuckerphilip@example.net,Norway,2021-05-27,Basic,49436.62
6126,Sean Cole,rebeccahines@example.net,Azerbaijan,2017-04-03,Standard,19959.31
6127,Arthur Clark,george92@example.org,Marshall Islands,2024-12-13,Standard,60423.6
6128,Thomas Martin,stevenrogers@example.com,France,2018-02-27,Premium,72435.61
6129,Rebecca Sanders,crystalbaker@example.net,Pitcairn Islands,2017-02-03,Basic,73064.6
6130,Kimberly Ortiz,megan26@example.org,Indonesia,2019-02-02,Basic,50086.61
6131,Holly Welch,stuartwright@example.net,Namibia,2017-12-03,Standard,17062.24
6132,Amy Martinez,ellen16@example.net,Switzerland,2015-05-23,Basic,71214.95
6133,Amanda Wells,jjones@example.net,Togo,2015-11-19,Basic,18256.2
6134,Peter Banks,joseph19@example.net,Aruba,2022-07-01,Basic,27596.86
6135,Deborah Burns,jacksondonna@example.com,Uzbekistan,2019-03-12,Standard,30573.67
6136,Erin Harris,kosborne@example.org,Zambia,2024-09-07,Basic,20213.94
6137,Cody Mullins,xcontreras@example.com,Sri Lanka,2025-04-10,Standard,54650.37
6138,Edward Wolf,monica19@example.net,Antigua and Barbuda,2020-08-07,Standard,50716.68
6139,Erica Long,gregorylopez@example.com,Libyan Arab Jamahiriya,2021-07-31,Standard,34151.47
6140,Paige Jones,hromero@example.org,Guatemala,2018-01-03,Basic,54111.26
6141,Carolyn Gibson,sullivankelly@example.org,Serbia,2025-04-10,Basic,70719.92
6142,Spencer Lawson,john41@example.net,Kenya,2019-01-16,Standard,71037.46
6143,Scott Levy,zmiller@example.com,Philippines,2021-04-30,Basic,32884.81
6144,Mr. David Mcintyre,mary83@example.com,Jersey,2019-05-29,Standard,64329.16
6145,Kevin Robinson,brandon33@example.com,Malawi,2023-09-18,Standard,54677.98
6146,Samuel Rodriguez,melissaperry@example.com,Hong Kong,2015-09-18,Standard,72180.07
6147,Allison Blackburn,achapman@example.com,Dominican Republic,2016-06-02,Standard,67969.37
6148,Anthony Cain,alutz@example.net,Cook Islands,2019-02-24,Premium,25908.5
6149,Mary Smith,nrusso@example.org,Monaco,2015-02-02,Premium,52406.17
6150,Steven Chavez,bakerevelyn@example.org,Spain,2025-07-04,Standard,69415.65
6151,Jerry Thompson,bethmccoy@example.net,Ireland,2020-09-11,Standard,70507.23
6152,Michele Howell DVM,jordan76@example.net,Turkey,2023-07-12,Premium,25791.36
6153,David Daniel,shelbysimon@example.net,Croatia,2023-10-27,Standard,10909.0
6154,Eric Shelton,laurenrobertson@example.net,Switzerland,2019-06-15,Basic,43284.81
6155,Jonathan Mccoy,qmora@example.net,Anguilla,2016-04-07,Standard,33639.65
6156,Katie Potter,bakercolleen@example.org,India,2020-01-31,Basic,18154.8
6157,Jessica Carney,mark22@example.com,Guyana,2017-09-08,Basic,20894.75
6158,Brandy Freeman,hannahpage@example.com,Christmas Island,2016-05-01,Standard,53875.98
6159,Charles Mcbride,john50@example.org,India,2025-06-19,Standard,29014.25
6160,Laura Waters,ashleyvelez@example.com,Guyana,2022-06-27,Basic,4184.78
6161,Michael Foster,hendersonamy@example.org,Singapore,2021-07-18,Basic,48887.22
6162,Sandra Logan,walkerbianca@example.com,Suriname,2016-10-06,Standard,59499.73
6163,Tiffany Clements,jmorris@example.net,Morocco,2018-05-17,Basic,61289.21
6164,Patrick Knox,rjones@example.org,Malaysia,2017-05-24,Basic,66488.28
6165,Thomas Taylor,chavezjames@example.net,British Indian Ocean Territory (Chagos Archipelago),2021-05-09,Basic,4423.78
6166,Anita Baker,xrivera@example.org,Singapore,2020-02-19,Standard,49419.46
6167,Daniel Carpenter,wendy16@example.com,Turkmenistan,2022-08-20,Standard,72088.53
6168,Jennifer Sawyer,christine91@example.net,Hong Kong,2022-03-29,Basic,2491.58
6169,Mrs. Jessica Brown MD,nicholaslucero@example.net,Russian Federation,2025-07-17,Standard,9368.15
6170,Rebecca Parks,jimmy04@example.org,Tuvalu,2016-11-15,Standard,26881.02
6171,Valerie Phillips,yorkeric@example.org,British Indian Ocean Territory (Chagos Archipelago),2019-02-17,Premium,9238.48
6172,John Nelson DVM,herbertgarcia@example.org,Pitcairn Islands,2025-04-10,Basic,33635.9
6173,Walter Rodriguez,glee@example.org,Paraguay,2016-10-02,Basic,21243.64
6174,Rebekah Johnston,jonathanharris@example.com,Greece,2022-05-18,Standard,61219.5
6175,Matthew Garza,amber85@example.org,Madagascar,2019-11-09,Standard,67245.52
6176,Cynthia Wells,evansjared@example.com,Benin,2020-03-01,Basic,38035.07
6177,Emily Simmons,tracifletcher@example.org,Bahrain,2022-04-18,Standard,63349.58
6178,Tonya Jacobs,englishoscar@example.org,Senegal,2016-04-05,Basic,37479.63
6179,Jeremy Miller,monica33@example.net,North Macedonia,2016-11-01,Standard,48300.48
6180,Stephanie Morris,washingtonrobert@example.net,Cambodia,2022-08-03,Basic,70048.47
6181,Bridget Sanders,ashleynewman@example.net,Equatorial Guinea,2023-12-08,Premium,39795.5
6182,Juan Williams,michael18@example.com,Montserrat,2016-08-27,Standard,55712.4
6183,Veronica Avila,simmonsgregory@example.com,Nepal,2020-01-30,Standard,33492.04
6184,Ashley Turner,jessicamorgan@example.org,Cuba,2022-08-25,Premium,32390.61
6185,Tracy Rodriguez,robertschwartz@example.com,Belgium,2020-04-01,Standard,14325.45
6186,Jeffrey Smith,john70@example.com,Sao Tome and Principe,2015-09-11,Premium,21079.64
6187,Melissa Young,fmiller@example.net,Eritrea,2023-07-24,Standard,3736.44
6188,Mr. Paul Dickerson,lindathompson@example.com,Somalia,2016-09-16,Standard,26943.97
6189,Pamela Turner,alvaradopaul@example.com,Burundi,2015-09-15,Basic,69949.07
6190,Mrs. Victoria Dickerson,christopher62@example.net,Congo,2018-08-26,Premium,70219.8
6191,Peter Rodriguez,joneal@example.net,Korea,2015-07-06,Standard,49456.83
6192,Michael Grant,travis40@example.org,New Caledonia,2020-06-04,Premium,69077.92
6193,Margaret Cooper,chavezmatthew@example.org,Eritrea,2016-06-08,Basic,13569.06
6194,Brian Rodriguez,amberquinn@example.com,Australia,2020-03-11,Premium,14176.57
6195,Shane Martinez,swoods@example.com,Kazakhstan,2016-05-06,Standard,70915.89
6196,Kevin Brown,christopher25@example.net,Sao Tome and Principe,2017-07-17,Standard,45415.1
6197,Harold Gonzalez,robinsonmark@example.com,Central African Republic,2016-05-20,Basic,51999.4
6198,Kelly Lee,edgarharvey@example.com,Libyan Arab Jamahiriya,2019-06-19,Basic,16516.85
6199,Stephanie Heath,sarahnichols@example.net,Paraguay,2015-12-22,Standard,47159.1
6200,Kent Savage,dmacias@example.com,Egypt,2015-05-24,Standard,12544.76
6201,Kayla Myers,donaldmarquez@example.net,Faroe Islands,2021-12-24,Standard,15059.14
6202,Michael Gonzalez,fthompson@example.org,Belarus,2020-10-23,Standard,53261.75
6203,Brian Aguirre,michelle59@example.com,Guatemala,2023-01-31,Basic,13406.77
6204,Lisa Schaefer,colemanashley@example.net,Guadeloupe,2021-06-15,Premium,48454.43
6205,Mary Lawson,zyoung@example.org,New Caledonia,2023-10-17,Basic,64231.9
6206,Julia Hernandez,mark41@example.com,Mozambique,2019-03-10,Standard,9804.58
6207,Ross Jensen,christopherprince@example.net,British Indian Ocean Territory (Chagos Archipelago),2025-01-06,Basic,26580.6
6208,Thomas Kelly,jennifer09@example.com,Kyrgyz Republic,2025-03-14,Basic,51295.69
6209,Bridget Browning,troy04@example.org,Yemen,2022-03-06,Standard,12880.95
6210,Caitlin Santiago,dfields@example.org,Cook Islands,2017-07-18,Standard,61147.45
6211,Thomas Jordan,brendanchavez@example.net,Turkmenistan,2020-11-08,Standard,14460.28
6212,Robert Freeman,estradaaaron@example.org,Indonesia,2018-03-22,Standard,13279.4
6213,Heather Montoya,howelljustin@example.com,Chile,2022-10-11,Standard,35657.69
6214,Tracy Ramirez,ugarcia@example.org,Faroe Islands,2017-06-28,Basic,58682.99
6215,Patrick Porter,annataylor@example.net,Cambodia,2017-07-17,Basic,17106.26
6216,Anita Graves,smithbrenda@example.com,Aruba,2018-12-04,Standard,6761.29
6217,Noah Torres,rebecca72@example.net,Montserrat,2016-01-11,Basic,35348.3
6218,Gregory Wood,johngordon@example.net,Niger,2020-02-24,Basic,41454.22
6219,Louis Herman,timothy45@example.com,Vanuatu,2021-10-22,Premium,14260.96
6220,Diane Summers,jamesmorrow@example.org,Singapore,2023-07-29,Standard,71980.77
6221,Madison Stephens,nicole65@example.org,Montserrat,2024-07-28,Standard,12090.02
6222,Christine Carter,latoyahansen@example.com,Benin,2015-02-27,Standard,3133.44
6223,Bruce Norton,ystanley@example.com,Panama,2016-02-13,Standard,11908.83
6224,Deborah Perkins,michaelgarner@example.org,Tunisia,2024-03-27,Standard,63437.8
6225,Tammy Wilson DDS,ostevenson@example.org,Costa Rica,2025-10-18,Basic,16864.04
6226,Michael Hall,kruegerjade@example.com,Bouvet Island (Bouvetoya),2025-10-14,Standard,42126.49
6227,Sabrina Collier,garrettamanda@example.org,Spain,2024-08-19,Standard,6950.63
6228,Alan Hamilton,ashleynixon@example.org,Marshall Islands,2022-01-25,Standard,59583.25
6229,Julia Walters,leonarddoris@example.org,Mayotte,2017-12-09,Standard,53132.0
6230,Tanya Moore,samanthahawkins@example.com,Morocco,2019-07-07,Standard,19555.73
6231,Susan Townsend,laurensantiago@example.com,Korea,2023-06-15,Standard,24492.31
6232,Emily Patton,qcollins@example.org,United Kingdom,2025-12-26,Standard,11099.86
6233,Matthew Lopez,renee72@example.net,India,2022-09-30,Basic,16447.65
6234,William Miles,kevinsmith@example.org,Djibouti,2016-10-23,Basic,10837.17
6235,Deborah Dean,perezthomas@example.com,Nigeria,2022-02-12,Basic,38249.78
6236,Frank Lawson,penachristy@example.com,Seychelles,2017-11-05,Premium,45655.26
6237,Joseph Bennett,christinayoung@example.net,Slovenia,2022-07-08,Basic,26121.43
6238,Sandra Johnson,nperez@example.net,Colombia,2023-01-17,Basic,42564.0
6239,Wayne Flores,stacyphillips@example.net,Austria,2022-01-29,Basic,74313.23
6240,Melissa Ray,kboyd@example.net,Chile,2025-09-30,Basic,13603.21
6241,Justin Kelley,jocelyn01@example.org,Pitcairn Islands,2017-01-19,Standard,4522.7
6242,Vicki Lyons,erika44@example.net,Thailand,2018-10-14,Basic,46440.45
6243,Kristopher Smith,brian18@example.com,American Samoa,2025-02-04,Standard,49292.71
6244,Meghan Jackson,nbryant@example.net,Austria,2022-02-15,Standard,62525.43
6245,Richard Goodman,audreyjohnson@example.org,Christmas Island,2023-12-16,Basic,36039.44
6246,Donald Sharp,danielleanderson@example.org,Azerbaijan,2016-04-14,Standard,64167.5
6247,Dr. Sierra Gibson,lisa75@example.com,Turks and Caicos Islands,2022-09-01,Standard,20548.81
6248,Brittney Lewis,schneidertroy@example.net,Japan,2024-04-13,Basic,20864.53
6249,Tara Garner,jacquelinerobles@example.org,Guernsey,2018-07-15,Standard,36546.12
6250,James Kim,davidmartin@example.com,Israel,2018-06-02,Standard,42027.07
6251,Samuel Lewis,barbara58@example.org,Northern Mariana Islands,2018-08-19,Basic,49076.79
6252,Holly Sanders,raymond19@example.org,Netherlands Antilles,2015-10-21,Premium,66663.78
6253,Erika George,nancy14@example.com,Haiti,2019-07-02,Standard,29056.17
6254,Paige Patterson,karinahodges@example.net,Swaziland,2018-03-20,Standard,38276.67
6255,Tyrone Mcconnell,amy47@example.com,Israel,2024-04-15,Standard,17385.59
6256,Stephanie Morris,atucker@example.com,British Indian Ocean Territory (Chagos Archipelago),2019-05-01,Basic,49349.61
6257,Shannon Everett,fostercarol@example.net,Isle of Man,2023-11-13,Premium,54854.69
6258,Sharon Jones,brenda05@example.net,Burundi,2017-10-26,Standard,27274.53
6259,Sarah Gutierrez,ksmith@example.com,Estonia,2025-07-04,Standard,59996.34
6260,Leroy Williamson,charlesamy@example.com,Portugal,2015-12-21,Standard,5280.14
6261,Ryan Schwartz,trobinson@example.org,Madagascar,2015-10-22,Standard,54098.4
6262,Mike Garcia,kathrynrivera@example.net,Northern Mariana Islands,2022-07-20,Premium,57540.43
6263,Mark Moore,gregory23@example.net,American Samoa,2015-03-11,Standard,32262.82
6264,Robert Griffith,holly62@example.com,Honduras,2021-06-18,Standard,50371.76
6265,Tyler Davis,william49@example.com,Norfolk Island,2017-05-16,Basic,44533.77
6266,Michael Anderson,joshua89@example.org,Saint Lucia,2020-07-27,Standard,33951.73
6267,Mrs. Stephanie Fritz,martinshields@example.com,Montserrat,2020-05-08,Standard,14068.49
6268,Sara Fleming,hamiltonmichael@example.com,Uzbekistan,2015-03-16,Basic,60887.46
6269,Maria Joseph,dennisbaldwin@example.net,Philippines,2016-10-10,Standard,32736.11
6270,Carlos Smith,joneschristopher@example.net,Gabon,2024-09-20,Standard,5566.27
6271,Judith Miranda,millerpatricia@example.com,Dominican Republic,2023-03-05,Standard,7433.03
6272,Samuel Cunningham,noblebrian@example.net,Afghanistan,2015-10-28,Standard,11437.92
6273,Zachary Morris,greid@example.net,Palau,2023-06-07,Basic,42975.13
6274,Matthew Adams,bradfordmichael@example.com,Haiti,2021-12-15,Basic,67968.79
6275,Christine Bartlett,michael42@example.org,Andorra,2022-04-05,Standard,40015.53
6276,Carla Lowe,lisa82@example.net,Niue,2025-09-16,Standard,2966.09
6277,Jennifer Nelson,whitakeramy@example.org,Greece,2016-11-06,Standard,16367.55
6278,Michael Collins,victoria19@example.org,Montserrat,2017-08-05,Standard,67016.43
6279,Jacob West,cjarvis@example.net,Hong Kong,2023-08-22,Premium,45245.17
6280,Alyssa Mathews,qdavis@example.com,Namibia,2019-05-14,Standard,32979.22
6281,Daniel Diaz,jacksonamber@example.net,Costa Rica,2025-10-03,Standard,2366.8
6282,Kyle Good,brianna58@example.org,Libyan Arab Jamahiriya,2020-12-12,Standard,43363.98
6283,Antonio Ortiz,oliviaperry@example.net,Bouvet Island (Bouvetoya),2021-02-09,Standard,35767.79
6284,Jasmine Chambers,carly60@example.net,Oman,2022-02-23,Standard,17983.05
6285,Jeff Smith,jennifergomez@example.org,Palestinian Territory,2022-09-06,Basic,70567.67
6286,Thomas Farmer,michael96@example.net,Bouvet Island (Bouvetoya),2022-10-09,Standard,68709.27
6287,Richard Harris,carolyn38@example.com,Vanuatu,2016-01-11,Standard,8867.79
6288,Jenny Harris,ashley84@example.net,Puerto Rico,2018-06-18,Standard,28821.79
6289,Nicholas Moss,hharrell@example.net,Maldives,2022-07-15,Standard,71547.52
6290,Richard Barker,wilsonjerry@example.com,New Zealand,2018-10-03,Basic,43471.83
6291,Michael Moore,claytonyoung@example.com,Belgium,2015-07-07,Standard,9570.52
6292,Jessica Caldwell,thomaswesley@example.net,Israel,2018-12-12,Standard,44060.49
6293,Patrick Washington,skinnerjenny@example.org,Peru,2020-06-14,Basic,58151.03
6294,Carrie Williams,herbertbrown@example.com,Maldives,2018-03-04,Basic,20603.49
6295,Robert Allen,daniel78@example.net,Bolivia,2025-05-03,Standard,34343.09
6296,David Gomez,prattaustin@example.com,Cambodia,2015-07-24,Standard,764.85
6297,Gina Dean,smithkimberly@example.net,Colombia,2021-04-17,Premium,31709.65
6298,Carly Hill,jimenezjasmine@example.net,South Georgia and the South Sandwich Islands,2021-02-09,Standard,23136.23
6299,Sandra Rollins,allentravis@example.com,Cote d'Ivoire,2019-07-01,Standard,32785.57
6300,Danny Preston,francojoanne@example.com,Montserrat,2020-01-18,Standard,33725.0
6301,Michael Fowler,pwalker@example.com,Mali,2015-12-31,Basic,66389.81
6302,Jason Martin,brandonfuller@example.com,Togo,2024-12-26,Standard,15297.64
6303,Tyler Barker,stran@example.com,China,2015-05-19,Standard,51874.31
6304,James Hayes,butlerbradley@example.org,Western Sahara,2015-04-05,Standard,24964.28
6305,Casey Smith,ureynolds@example.net,North Macedonia,2022-11-03,Standard,26637.0
6306,Robert Price,darrenhorton@example.net,Grenada,2021-08-08,Standard,15138.69
6307,Scott Garcia,jonathan96@example.net,Uruguay,2021-05-03,Basic,73135.1
6308,Victoria Hoover,anthony29@example.org,Tajikistan,2020-03-17,Standard,14188.74
6309,Dominique Shepard,michael94@example.net,Nepal,2022-02-13,Standard,8465.77
6310,Guy Owens,donnagallagher@example.com,Liechtenstein,2021-05-20,Standard,27017.48
6311,Ruben Frey,westmichael@example.org,Montenegro,2017-04-23,Standard,16899.83
6312,Aaron Baker,snguyen@example.com,Eritrea,2020-03-23,Premium,27979.39
6313,Michael Cox,zachary45@example.org,Ghana,2018-12-03,Basic,13648.66
6314,Stephen Avila,uevans@example.org,Turks and Caicos Islands,2020-03-10,Premium,39793.96
6315,Crystal Johnson,tinaalvarez@example.net,French Polynesia,2018-05-12,Standard,15676.16
6316,David Carlson,kimberlywarner@example.net,Yemen,2018-07-10,Standard,6107.64
6317,Mr. Daniel Lewis MD,kaitlyndavies@example.net,British Virgin Islands,2021-12-17,Standard,68733.34
6318,Mrs. Brittany Scott MD,tara03@example.net,Philippines,2023-07-25,Basic,63077.08
6319,Peter Lopez,otaylor@example.com,United States Minor Outlying Islands,2025-05-06,Standard,29661.95
6320,Jeremy Sloan,ereed@example.org,Western Sahara,2017-10-12,Standard,49395.07
6321,Savannah Young,caitlinmiddleton@example.net,Panama,2017-12-08,Standard,24947.97
6322,Stephanie Hurley,jeremywatson@example.org,Afghanistan,2018-04-11,Basic,70671.65
6323,Sydney Lopez,rdiaz@example.net,Uganda,2017-11-20,Basic,23227.52
6324,Cassidy Perry,erikmiller@example.net,Fiji,2018-06-04,Basic,59430.11
6325,Patricia Wood,acostaangela@example.com,Serbia,2025-05-29,Standard,29815.26
6326,Michele Lane,roserhonda@example.net,Niger,2021-10-24,Standard,18532.97
6327,Justin Crawford,justindeleon@example.org,Isle of Man,2024-08-14,Standard,53000.12
6328,Curtis Hull,matthew43@example.org,Finland,2018-03-13,Standard,43479.37
6329,Jordan Garcia,aanderson@example.com,Australia,2024-11-01,Standard,66098.59
6330,Shelby Leonard,jacobhernandez@example.org,Sweden,2023-07-07,Standard,1533.92
6331,Patricia Sweeney,salazarchristopher@example.net,Serbia,2021-04-18,Standard,49389.35
6332,Brian Lee,kellyperez@example.net,Maldives,2021-08-27,Standard,17033.53
6333,Mary Hubbard,kevincastillo@example.org,Taiwan,2021-10-15,Standard,31654.59
6334,Alyssa Tucker,christopherstein@example.com,Lithuania,2017-06-14,Basic,54335.07
6335,Kimberly Chapman,williamskevin@example.org,Montenegro,2020-12-23,Basic,50258.34
6336,Sara Hopkins DDS,wendycarter@example.net,Guyana,2021-07-14,Standard,66204.68
6337,Andrew Reyes,kellylisa@example.net,Cote d'Ivoire,2017-10-17,Basic,20403.25
6338,Timothy Cunningham,whunter@example.org,Japan,2025-01-10,Standard,72558.53
6339,Scott Brown,suarezbrandon@example.com,Falkland Islands (Malvinas),2015-09-08,Basic,33554.34
6340,Alex Thomas,hprice@example.net,Tonga,2020-05-14,Standard,8856.98
6341,Brent Taylor,brichardson@example.org,Andorra,2018-05-19,Basic,36050.03
6342,Scott Christensen,thomas43@example.net,Slovakia (Slovak Republic),2017-02-28,Basic,39013.27
6343,Karen Day,mia71@example.net,Puerto Rico,2019-08-18,Standard,53304.21
6344,Rebecca Diaz,glennjeremy@example.org,Vanuatu,2021-07-26,Standard,35578.17
6345,Christopher Ballard,jameslee@example.com,Burkina Faso,2015-06-02,Premium,58386.51
6346,Brian Taylor,manningjamie@example.net,Benin,2018-02-13,Standard,3457.58
6347,James Hall,coxpatrick@example.com,Peru,2019-04-12,Standard,63657.18
6348,Nathan Thompson,ernest29@example.org,Greece,2021-11-07,Basic,11341.53
6349,Steve Long,troy31@example.com,Netherlands,2015-04-23,Standard,4331.92
6350,Jacob Lam,clarkmatthew@example.com,San Marino,2018-12-28,Premium,55362.93
6351,Stacy Moore,scottmcneil@example.com,Jordan,2017-04-15,Premium,58464.19
6352,Sean Mcgee,garybuck@example.com,Iceland,2024-08-17,Basic,34744.95
6353,Eric Alexander,ramirezmichael@example.com,Wallis and Futuna,2022-12-05,Standard,26878.87
6354,Charles Ramsey,heatherward@example.com,Eritrea,2021-07-13,Standard,14476.02
6355,Brittany Roberts,ypatel@example.com,Denmark,2020-04-14,Standard,50896.18
6356,Mr. Tommy Pena,pwilliams@example.org,French Guiana,2019-10-29,Basic,41764.45
6357,Regina Dean,cesarpatterson@example.org,Guernsey,2021-06-07,Basic,6146.38
6358,Greg Barron,jacob11@example.net,Northern Mariana Islands,2017-12-05,Standard,70842.54
6359,Melanie Ramirez,jonathandavis@example.org,Philippines,2017-02-13,Basic,41553.15
6360,Cindy Fowler,padillarobert@example.net,Anguilla,2019-05-08,Standard,24712.39
6361,Kayla Morgan,patricia83@example.com,Eritrea,2025-06-24,Standard,5667.8
6362,Mark West,xandrews@example.net,Liberia,2024-12-04,Standard,27981.25
6363,Gregory Carter,crystalwong@example.org,Saint Martin,2017-02-19,Standard,66796.1
6364,Elizabeth Cruz,lauranguyen@example.net,Equatorial Guinea,2022-07-10,Basic,12028.46
6365,Kathleen Powers,bryan78@example.net,Tunisia,2017-10-15,Basic,2753.04
6366,Robert House,jesse81@example.com,Marshall Islands,2017-01-20,Standard,34449.57
6367,Scott Richmond,nathan19@example.org,Philippines,2016-03-17,Standard,15791.44
6368,Caitlin Campbell,tjones@example.net,Mongolia,2020-01-21,Premium,17591.3
6369,Brittany Rogers,scottgarcia@example.org,Saint Kitts and Nevis,2023-04-25,Basic,31322.47
6370,Robert Ali,miranda63@example.com,Barbados,2019-06-12,Standard,60124.47
6371,Kristin Tucker,nbrown@example.org,Armenia,2015-04-25,Basic,40635.35
